CLARK Y 67% Thickness AIRFOIL
1.000000	0.000402
0.990000	0.001989
0.980000	0.003573
0.970000	0.005150
0.960000	0.006716
0.940000	0.009798
0.920000	0.012807
0.900000	0.015747
0.880000	0.018619
0.860000	0.021423
0.840000	0.024156
0.820000	0.026816
0.800000	0.029402
0.780000	0.031911
0.760000	0.034342
0.740000	0.036694
0.720000	0.038967
0.700000	0.041160
0.680000	0.043271
0.660000	0.045295
0.640000	0.047223
0.620000	0.049048
0.600000	0.050761
0.580000	0.052357
0.560000	0.053833
0.540000	0.055189
0.520000	0.056424
0.500000	0.057538
0.480000	0.058529
0.460000	0.059391
0.440000	0.060111
0.420000	0.060679
0.400000	0.061085
0.380000	0.061319
0.360000	0.061390
0.340000	0.061310
0.320000	0.061094
0.300000	0.060756
0.280000	0.060301
0.260000	0.059686
0.240000	0.058847
0.220000	0.057716
0.200000	0.056227
0.180000	0.054316
0.160000	0.051972
0.140000	0.049202
0.120000	0.045976
0.100000	0.042209
0.080000	0.037809
0.060000	0.032667
0.050000	0.029664
0.040000	0.026216
0.030000	0.022124
0.020000	0.017000
0.012000	0.011965
0.008000	0.009202
0.004000	0.005979
0.002000	0.003888
0.001000	0.002497
0.000500	0.001567
0.000000	0.000000
0.000500	-0.003129
0.001000	-0.003981
0.002000	-0.005234
0.004000	-0.007043
0.008000	-0.009572
0.012000	-0.011372
0.020000	-0.013582
0.030000	-0.015146
0.040000	-0.016429
0.050000	-0.017450
0.060000	-0.018176
0.080000	-0.019068
0.100000	-0.019684
0.120000	-0.020075
0.140000	-0.020261
0.160000	-0.020271
0.180000	-0.020133
0.200000	-0.019876
0.220000	-0.019527
0.240000	-0.019107
0.260000	-0.018637
0.280000	-0.018137
0.300000	-0.017626
0.320000	-0.017123
0.340000	-0.016628
0.360000	-0.016138
0.380000	-0.015652
0.400000	-0.015165
0.420000	-0.014676
0.440000	-0.014184
0.460000	-0.013692
0.480000	-0.013198
0.500000	-0.012704
0.520000	-0.012212
0.540000	-0.011719
0.560000	-0.011227
0.580000	-0.010736
0.600000	-0.010244
0.620000	-0.009752
0.640000	-0.009260
0.660000	-0.008768
0.680000	-0.008276
0.700000	-0.007783
0.720000	-0.007291
0.740000	-0.006799
0.760000	-0.006307
0.780000	-0.005815
0.800000	-0.005323
0.820000	-0.004831
0.840000	-0.004338
0.860000	-0.003846
0.880000	-0.003354
0.900000	-0.002862
0.920000	-0.002370
0.940000	-0.001878
0.960000	-0.001386
0.970000	-0.001140
0.980000	-0.000894
0.990000	-0.000648
1.000000	-0.000402
