Unit Circle
 1.000000	0.000000
0.999848	0.017451
0.999391	0.034897
0.998630	0.052332
0.997564	0.069751
0.996195	0.087149
0.994523	0.104521
0.992547	0.121860
0.990269	0.139163
0.987690	0.156423
0.984810	0.173636
0.981630	0.190795
0.978151	0.207897
0.974374	0.224935
0.970300	0.241904
0.965931	0.258800
0.961267	0.275618
0.956311	0.292351
0.951064	0.308995
0.945527	0.325545
0.939701	0.341996
0.933590	0.358343
0.927194	0.374580
0.920516	0.390704
0.913558	0.406708
0.906321	0.422589
0.898809	0.438341
0.891022	0.453960
0.882964	0.469440
0.874638	0.484777
0.866045	0.499967
0.857188	0.515004
0.848070	0.529884
0.838694	0.544603
0.829062	0.559157
0.819178	0.573540
0.809044	0.587748
0.798664	0.601777
0.788041	0.615623
0.777178	0.629281
0.766077	0.642748
0.754744	0.656019
0.743181	0.669090
0.731391	0.681958
0.719379	0.694618
0.707148	0.707066
0.694701	0.719299
0.682043	0.731312
0.669176	0.743104
0.656107	0.754668
0.642837	0.766003
0.629371	0.777105
0.615714	0.787970
0.601869	0.798595
0.587841	0.808976
0.573634	0.819111
0.559253	0.828997
0.544700	0.838631
0.529982	0.848009
0.515103	0.857128
0.500067	0.865987
0.484878	0.874582
0.469542	0.882910
0.454063	0.890970
0.438445	0.898758
0.422694	0.906272
0.406814	0.913511
0.390810	0.920471
0.374688	0.927151
0.358451	0.933549
0.342105	0.939662
0.325654	0.945489
0.309105	0.951028
0.292461	0.956277
0.275729	0.961235
0.258912	0.965901
0.242017	0.970272
0.225048	0.974348
0.208010	0.978127
0.190909	0.981608
0.173749	0.984790
0.156537	0.987672
0.139277	0.990253
0.121975	0.992533
0.104636	0.994511
0.087265	0.996185
0.069867	0.997556
0.052448	0.998624
0.035013	0.999387
0.017567	0.999846
0.000116	1.000000
-0.017335	0.999850
-0.034781	0.999395
-0.052217	0.998636
-0.069636	0.997572
-0.087034	0.996205
-0.104406	0.994535
-0.121746	0.992561
-0.139048	0.990286
-0.156309	0.987708
-0.173522	0.984830
-0.190682	0.981652
-0.207783	0.978175
-0.224822	0.974400
-0.241792	0.970328
-0.258689	0.965961
-0.275506	0.961299
-0.292240	0.956345
-0.308885	0.951099
-0.325436	0.945564
-0.341887	0.939741
-0.358235	0.933632
-0.374473	0.927238
-0.390597	0.920562
-0.406603	0.913605
-0.422484	0.906370
-0.438237	0.898859
-0.453856	0.891075
-0.469338	0.883019
-0.484676	0.874694
-0.499866	0.866103
-0.514905	0.857247
-0.529786	0.848131
-0.544506	0.838757
-0.559061	0.829127
-0.573445	0.819244
-0.587654	0.809112
-0.601685	0.798734
-0.615532	0.788112
-0.629192	0.777250
-0.642660	0.766152
-0.655932	0.754820
-0.669004	0.743258
-0.681873	0.731470
-0.694534	0.719459
-0.706984	0.707229
-0.719218	0.694784
-0.731234	0.682127
-0.743026	0.669262
-0.754592	0.656194
-0.765929	0.642925
-0.777032	0.629461
-0.787898	0.615805
-0.798525	0.601962
-0.808908	0.587935
-0.819045	0.573729
-0.828933	0.559348
-0.838568	0.544798
-0.847947	0.530081
-0.857069	0.515202
-0.865929	0.500167
-0.874526	0.484979
-0.882856	0.469644
-0.890917	0.454166
-0.898707	0.438549
-0.906224	0.422799
-0.913464	0.406920
-0.920426	0.390917
-0.927108	0.374795
-0.933507	0.358559
-0.939622	0.342213
-0.945451	0.325764
-0.950992	0.309215
-0.956243	0.292572
-0.961204	0.275840
-0.965871	0.259024
-0.970244	0.242129
-0.974322	0.225160
-0.978103	0.208123
-0.981586	0.191022
-0.984770	0.173863
-0.987654	0.156652
-0.990237	0.139392
-0.992519	0.122090
-0.994498	0.104751
-0.996175	0.087380
-0.997548	0.069982
-0.998618	0.052563
-0.999383	0.035128
-0.999844	0.017682
-1.000000	0.000231
-0.999852	-0.017220
-0.999399	-0.034666
-0.998642	-0.052101
-0.997581	-0.069521
-0.996215	-0.086919
-0.994547	-0.104291
-0.992575	-0.121631
-0.990302	-0.138934
-0.987726	-0.156194
-0.984850	-0.173408
-0.981674	-0.190568
-0.978199	-0.207670
-0.974426	-0.224709
-0.970356	-0.241680
-0.965991	-0.258577
-0.961331	-0.275395
-0.956379	-0.292130
-0.951135	-0.308775
-0.945602	-0.325326
-0.939781	-0.341779
-0.933673	-0.358127
-0.927281	-0.374366
-0.920607	-0.390491
-0.913652	-0.406497
-0.906419	-0.422379
-0.898910	-0.438133
-0.891127	-0.453753
-0.883073	-0.469235
-0.874750	-0.484575
-0.866160	-0.499766
-0.857307	-0.514806
-0.848192	-0.529688
-0.838820	-0.544409
-0.829191	-0.558965
-0.819311	-0.573350
-0.809180	-0.587561
-0.798803	-0.601592
-0.788183	-0.615441
-0.777323	-0.629102
-0.766226	-0.642571
-0.754896	-0.655845
-0.743336	-0.668918
-0.731549	-0.681789
-0.719540	-0.694451
-0.707311	-0.706902
-0.694867	-0.719138
-0.682212	-0.731155
-0.669348	-0.742949
-0.656281	-0.754516
-0.643014	-0.765854
-0.629551	-0.776959
-0.615896	-0.787827
-0.602054	-0.798455
-0.588029	-0.808840
-0.573824	-0.818979
-0.559444	-0.828868
-0.544895	-0.838505
-0.530179	-0.847886
-0.515301	-0.857009
-0.500267	-0.865871
-0.485081	-0.874469
-0.469746	-0.882801
-0.454269	-0.890865
-0.438653	-0.898656
-0.422904	-0.906175
-0.407026	-0.913417
-0.391023	-0.920381
-0.374902	-0.927064
-0.358667	-0.933466
-0.342322	-0.939583
-0.325873	-0.945413
-0.309325	-0.950956
-0.292683	-0.956210
-0.275951	-0.961172
-0.259136	-0.965841
-0.242241	-0.970216
-0.225273	-0.974296
-0.208236	-0.978079
-0.191136	-0.981564
-0.173977	-0.984750
-0.156766	-0.987636
-0.139507	-0.990221
-0.122205	-0.992505
-0.104866	-0.994486
-0.087495	-0.996165
-0.070098	-0.997540
-0.052679	-0.998612
-0.035244	-0.999379
-0.017798	-0.999842
-0.000347	-1.000000
0.017104	-0.999854
0.034550	-0.999403
0.051985	-0.998648
0.069405	-0.997589
0.086804	-0.996225
0.104176	-0.994559
0.121516	-0.992589
0.138819	-0.990318
0.156080	-0.987744
0.173294	-0.984870
0.190454	-0.981696
0.207557	-0.978223
0.224597	-0.974452
0.241568	-0.970384
0.258465	-0.966021
0.275284	-0.961363
0.292019	-0.956413
0.308665	-0.951171
0.325217	-0.945639
0.341670	-0.939820
0.358019	-0.933714
0.374259	-0.927324
0.390384	-0.920652
0.406391	-0.913699
0.422275	-0.906468
0.438029	-0.898961
0.453650	-0.891180
0.469133	-0.883127
0.484473	-0.874806
0.499666	-0.866218
0.514706	-0.857367
0.529590	-0.848254
0.544312	-0.838883
0.558869	-0.829256
0.573255	-0.819377
0.587467	-0.809248
0.601500	-0.798873
0.615349	-0.788254
0.629012	-0.777396
0.642482	-0.766301
0.655757	-0.754972
0.668832	-0.743413
0.681704	-0.731628
0.694368	-0.719620
0.706820	-0.707393
0.719058	-0.694951
0.731076	-0.682296
0.742871	-0.669434
0.754440	-0.656368
0.765780	-0.643103
0.776886	-0.629641
0.787756	-0.615988
0.798386	-0.602147
0.808772	-0.588122
0.818912	-0.573919
0.828803	-0.559540
0.838442	-0.544992
0.847825	-0.530277
0.856949	-0.515401
0.865813	-0.500367
0.874413	-0.485182
0.882747	-0.469848
0.890812	-0.454372
0.898606	-0.438757
0.906126	-0.423009
0.913370	-0.407131
0.920335	-0.391130
0.927021	-0.375009
0.933424	-0.358775
0.939543	-0.342431
0.945376	-0.325983
0.950921	-0.309435
0.956176	-0.292793
0.961140	-0.276062
0.965811	-0.259247
0.970188	-0.242353
0.974270	-0.225386
0.978054	-0.208349
0.981541	-0.191249
0.984730	-0.174091
0.987618	-0.156880
0.990205	-0.139621
0.992491	-0.122320
0.994474	-0.104981
0.996155	-0.087610
0.997532	-0.070213
0.998605	-0.052794
0.999375	-0.035359
0.999840	-0.017914
1.000000	-0.000463
